id,timestamp,sentence,intent,classification,confidence,time
0,2018-11-14 10:16:49,i want to go marienplatz,FindConnection,FindConnection,0.989,0
1,2018-11-14 10:16:49,when is the next train in muncher freiheit?,DepartureTime,DepartureTime,0.985,0
2,2018-11-14 10:16:49,when does the next u-bahn leaves from garching forschungszentrum?,DepartureTime,DepartureTime,0.946,0
3,2018-11-14 10:16:49,from olympia einkaufszentrum to hauptbahnhof,FindConnection,FindConnection,1.0,0
4,2018-11-14 10:16:49,when is the next train from winterstraße 12 to kieferngarten,FindConnection,FindConnection,0.869,0
5,2018-11-14 10:16:49,when is the next rocket from winterstraße 12 to kieferngarte,FindConnection,FindConnection,0.891,0
6,2018-11-14 10:16:49,can you find a connection from garching to hauptbahnhof?,FindConnection,FindConnection,1.0,0
7,2018-11-14 10:16:49,how to get from untere strassäcker 21 to fröttmaning,FindConnection,FindConnection,1.0,0
8,2018-11-14 10:16:49,how i can get from marienplatz to garching,FindConnection,FindConnection,0.996,0
9,2018-11-14 10:16:49,connection from boltzmannstraße to kieferngarten,FindConnection,FindConnection,1.0,0
10,2018-11-14 10:16:49,how to get from bonner platz to freimann?,FindConnection,FindConnection,0.991,0
11,2018-11-14 10:16:49,when is the next s-bahn leaving at garching?,DepartureTime,DepartureTime,0.974,0
12,2018-11-14 10:16:49,how do i get from oez to hbf?,FindConnection,FindConnection,0.983,0
13,2018-11-14 10:16:49,how to get from winterstrasse 12 to fröttmaning,FindConnection,FindConnection,1.0,0
14,2018-11-14 10:16:49,how do i get from garching forschungszentrum to pasing,FindConnection,FindConnection,0.997,0
15,2018-11-14 10:16:49,theresienstraße to assling,FindConnection,FindConnection,1.0,0
16,2018-11-14 10:16:49,how can i get from theresienstraße to munich east?,FindConnection,FindConnection,0.963,0
17,2018-11-14 10:16:49,when does the next bus starts from garching?,DepartureTime,DepartureTime,0.994,0
18,2018-11-14 10:16:49,from quiddestraße to garching?,FindConnection,FindConnection,1.0,0
