id,timestamp,sentence,intent,classification,confidence,time
0,2018-11-13 10:26:54,What software can I use to view epub documents?,Software Recommendation,,0.0,0
1,2018-11-13 10:26:54,Which PDF Viewer would you recommend?,Software Recommendation,,0.0,0
2,2018-11-13 10:26:54,What IDEs are available for Ubuntu?,Software Recommendation,,0.0,0
3,2018-11-13 10:26:54,What's the best Mind Mapping Software?,Software Recommendation,,0.0,0
4,2018-11-13 10:26:54,Software to read a QR code?,Software Recommendation,,0.0,0
5,2018-11-13 10:26:54,PDF to word conversion software?,Software Recommendation,,0.0,0
6,2018-11-13 10:26:54,Is there software that can view .dwg files?,Software Recommendation,,0.0,0
7,2018-11-13 10:26:54,What are some good PHP editors?,Software Recommendation,,0.0,0
8,2018-11-13 10:26:54,Is there a software utility to adjust screen gamma/brightness/contrast?,Software Recommendation,,0.0,0
9,2018-11-13 10:26:54,Please recommend a hex editor for shell,Software Recommendation,,0.0,0
10,2018-11-13 10:26:54,Is there LAN topology mapping software available in Ubuntu?,Software Recommendation,,0.0,0
11,2018-11-13 10:26:54,Is there a tool like wifi analyzer for ubuntu?,Software Recommendation,Make Update,0.38999998569488525,0
12,2018-11-13 10:28:42,What software can I use to view epub documents?,Software Recommendation,Software Recommendation,0.5699999928474426,0
13,2018-11-13 10:28:42,Which PDF Viewer would you recommend?,Software Recommendation,Software Recommendation,0.4000000059604645,0
14,2018-11-13 10:28:42,What IDEs are available for Ubuntu?,Software Recommendation,Software Recommendation,0.949999988079071,0
15,2018-11-13 10:28:42,What's the best Mind Mapping Software?,Software Recommendation,,0.0,0
16,2018-11-13 10:28:42,Software to read a QR code?,Software Recommendation,Software Recommendation,0.3499999940395355,0
17,2018-11-13 10:28:42,PDF to word conversion software?,Software Recommendation,Software Recommendation,0.5099999904632568,0
18,2018-11-13 10:28:42,Is there software that can view .dwg files?,Software Recommendation,Software Recommendation,0.5199999809265137,0
19,2018-11-13 10:28:42,What are some good PHP editors?,Software Recommendation,,0.0,0
20,2018-11-13 10:28:42,Is there a software utility to adjust screen gamma/brightness/contrast?,Software Recommendation,,0.0,0
21,2018-11-13 10:28:42,Please recommend a hex editor for shell,Software Recommendation,Software Recommendation,0.44999998807907104,0
22,2018-11-13 10:28:42,Is there LAN topology mapping software available in Ubuntu?,Software Recommendation,Software Recommendation,0.6899999976158142,0
23,2018-11-13 10:28:42,Is there a tool like wifi analyzer for ubuntu?,Software Recommendation,Software Recommendation,0.6200000047683716,0
24,2018-11-13 10:28:42,Tool for recovering deleted data from a flash drive,Software Recommendation,Software Recommendation,0.46000000834465027,0
25,2018-11-13 10:28:42,What's a simple "colour picker" app for GNOME?,Software Recommendation,Software Recommendation,0.46000000834465027,0
26,2018-11-13 10:28:42,Any app that tells me to take regular breaks from working?,Software Recommendation,Software Recommendation,0.36000001430511475,0
27,2018-11-13 10:28:42,What are some good ASCII art generators?,Software Recommendation,,0.0,0
28,2018-11-13 10:28:42,What are some good GUI binary viewers/editors?,Software Recommendation,Software Recommendation,0.3199999928474426,0
29,2018-11-13 10:28:42,Which is the best PDF metadata viewer for Ubuntu?,Software Recommendation,Software Recommendation,0.4399999976158142,0
30,2018-11-13 10:28:42,Is there a Linux file manager with a proper drop-down tree view? (like finder in OS X),Software Recommendation,,0.0,0
31,2018-11-13 10:28:42,Which application do you recommend for watching TV (DVB)?,Software Recommendation,Software Recommendation,0.49000000953674316,0
