id,timestamp,sentence,intent,classification,confidence,time
0,2018-11-13 16:21:05,i want to go marienplatz,FindConnection,None,0.0,0
1,2018-11-13 16:21:05,when is the next train in muncher freiheit?,DepartureTime,DepartureTime,0.86,0
2,2018-11-13 16:21:05,when does the next u-bahn leaves from garching forschungszentrum?,DepartureTime,DepartureTime,0.93,0
3,2018-11-13 16:21:05,from olympia einkaufszentrum to hauptbahnhof,FindConnection,None,0.0,0
4,2018-11-13 16:21:05,when is the next train from winterstraße 12 to kieferngarten,FindConnection,DepartureTime,0.89,0
5,2018-11-13 16:21:05,when is the next rocket from winterstraße 12 to kieferngarte,FindConnection,FindConnection,0.39,0
6,2018-11-13 16:21:05,can you find a connection from garching to hauptbahnhof?,FindConnection,FindConnection,1.0,0
7,2018-11-13 16:21:05,how to get from untere strassäcker 21 to fröttmaning,FindConnection,FindConnection,0.91,0
8,2018-11-13 16:21:05,how i can get from marienplatz to garching,FindConnection,FindConnection,1.0,0
9,2018-11-13 16:21:05,connection from boltzmannstraße to kieferngarten,FindConnection,FindConnection,0.92,0
10,2018-11-13 16:21:05,how to get from bonner platz to freimann?,FindConnection,FindConnection,0.82,0
11,2018-11-13 16:21:05,when is the next s-bahn leaving at garching?,DepartureTime,DepartureTime,0.81,0
12,2018-11-13 16:21:05,how do i get from oez to hbf?,FindConnection,FindConnection,0.9,0
13,2018-11-13 16:21:05,how to get from winterstrasse 12 to fröttmaning,FindConnection,FindConnection,0.89,0
14,2018-11-13 16:21:05,how do i get from garching forschungszentrum to pasing,FindConnection,FindConnection,0.99,0
15,2018-11-13 16:21:05,theresienstraße to assling,FindConnection,FindConnection,0.32,0
16,2018-11-13 16:21:05,how can i get from theresienstraße to munich east?,FindConnection,FindConnection,0.91,0
17,2018-11-13 16:21:05,when does the next bus starts from garching?,DepartureTime,DepartureTime,1.0,0
18,2018-11-13 16:21:05,from quiddestraße to garching?,FindConnection,FindConnection,1.0,0
19,2018-11-13 16:21:05,can you find a connection from kurt-eisner-straße to garching forschungszentrum?,FindConnection,FindConnection,1.0,0
20,2018-11-13 16:21:05,can you find a connection from quiddestraße to garching forschungszentrum?,FindConnection,FindConnection,1.0,0
21,2018-11-13 16:21:05,when does the next train leaves at garching?,DepartureTime,DepartureTime,0.96,0
22,2018-11-13 16:21:05,from hauptbahnhof to garching?,FindConnection,FindConnection,1.0,0
23,2018-11-13 16:21:05,how can i get to glockenbachviertel from garching forschungszentrum?,FindConnection,FindConnection,0.99,0
24,2018-11-13 16:21:05,how i can get from garching to nordfriedhof,FindConnection,FindConnection,1.0,0
25,2018-11-13 16:21:05,how can i get to glockenbachviertel from garching forschungszentrum?,FindConnection,FindConnection,0.99,0
26,2018-11-13 16:21:05,when is the next train leaving in garching forschungszentrum,DepartureTime,DepartureTime,0.93,0
27,2018-11-13 16:21:05,how can i get from moosach to quiddestraße?,FindConnection,FindConnection,0.9,0
28,2018-11-13 16:21:05,how can i get from moosach to poccistraße?,FindConnection,FindConnection,0.84,0
29,2018-11-13 16:21:05,how can i get from kurt-eisner-straße to garching forschungszentrum?,FindConnection,FindConnection,1.0,0
30,2018-11-13 16:21:05,how can i get from moosach to quiddestraße?,FindConnection,FindConnection,0.9,0
31,2018-11-13 16:21:05,how can i get from moosach to odeonsplatz?,FindConnection,FindConnection,0.9,0
32,2018-11-13 16:21:05,when does the next bus starts at garching?,DepartureTime,DepartureTime,1.0,0
33,2018-11-13 16:21:05,what's the shortest way from quiddestraße to odeonsplatz?,FindConnection,FindConnection,1.0,0
34,2018-11-13 16:21:05,when is the next bus from ostbahnhof,DepartureTime,DepartureTime,1.0,0
35,2018-11-13 16:21:05,how i can get from garching to neuperlach sued,FindConnection,FindConnection,0.97,0
36,2018-11-13 16:21:05,when is the next train in munchner freiheit?,DepartureTime,DepartureTime,0.85,0
37,2018-11-13 16:21:05,how i can get from marienplatz to garching?,FindConnection,FindConnection,1.0,0
38,2018-11-13 16:21:05,how do i get from poccistraße to laim,FindConnection,FindConnection,0.9,0
39,2018-11-13 16:21:05,i want to go garching from marienplatz,FindConnection,FindConnection,0.59,0
